Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2019,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,False,,,
2019,Senorita,Shawn Mendes & Camila Cabello,True,"I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh, la-la-la
It's true, la-la-la
Ooh, I should be running
Ooh, you keep me coming for ya
Land in Miami
The air was hot from summer rain
Sweat dripping off me
Before I even knew her name, la-la-la
It felt like ooh, la-la-la
Yeah, no
Sapphire moonlight
We danced for hours in the sand
Tequila sunrise
Her body fit right in my hands, la-la-la
It felt like ooh, la-la-la, yeah
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh, la-la-la
It's true, la-la-la
Ooh, I should be running
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is ooh, la-la-la
It's true, la-la-la
Ooh, I should be running
Ooh, you keep me coming for ya
Locked in the hotel
There's just some things that never change
You say we're just friends
But friends don't know the way you taste, la-la-la
'Cause you know it's been a long time coming
Don't you let me fall, oh
Ooh, when your lips undress me
Hooked on your tongue
Ooh, love, your kiss is deadly
Don't stop
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh, la-la-la
It's true, la-la-la
Ooh, I should be running
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is ooh, la-la-la
It's true, la-la-la (true, la-la)
Ooh, I should be running
Ooh, you keep me coming for ya
All along I've been coming for ya (for ya)
And I hope it meant something to ya (ooh)
Call my name, I'll be coming for ya
Coming for ya, coming for ya, coming for ya
For ya
For ya (oh, she loves it when I call)
For ya
Ooh, I should be running
Ooh, you keep me coming for ya",,
2019,Bad Guy,Billie Eilish,True,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul, so cynical
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
I'm the bad guy
I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
I'm the bad guy
Duh
I'm only good at bein' bad, bad
I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne
I'm a bad guy
I'm-I'm a bad guy
Bad guy, bad guy
I'm a bad-",,
2019,Talk,Khalid,True,"Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost
Lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Yeah, started off right
I can see it in your eyes
I can tell that you're wantin' more
What's been on your mind?
There's no reason we should hide
Tell me somethin' I ain't heard before
Oh, I've been dreamin' 'bout it
And it's you I'm on
So stop thinkin' 'bout it
Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost
Lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Penthouse view, left some flowers in the room
I'll make sure I leave the door unlocked
Now I'm on the way, swear I won't be late
I'll be there by five o'clock
Oh, you've been dreamin' 'bout it
And I'm what you want
So stop thinkin' 'bout it
Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost
Lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Figure out where we're goin'",,
2019,I Don't Care,Ed Sheeran & Justin Bieber,True,"I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wondering if I could sneak out the back
Nobody's even looking me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" (hell, yeah)
You know I love you, did I ever tell you?
You make it better like that
Don't think I fit in at this party
Everyone's got so much to say (yeah)
I always feel like I'm nobody, mm
Who wants to fit in anyway?
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
We at a party we don't wanna be at
Tryna talk, but we can't hear ourselves
Read your lips, I'd rather kiss 'em right back
With all these people all around
I'm crippled with anxiety
But I'm told it's where I'm supposed to be
You know what? It's kinda crazy 'cause I really don't mind
When you make it better like that
Don't think we fit in at this party
Everyone's got so much to say, oh yeah, yeah
When we walked in, I said I'm sorry, mm
But now I think that we should stay
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
Yeah, you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
(Oh, yeah, yeah, yeah)
'Cause I don't care as long as you just hold me near
You can take me anywhere
Yeah, you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (no)
I don't like nobody but you, it's like you're the only one here
I don't like nobody but you, baby, I don't care
I don't like nobody but you, I hate everyone here
I don't like nobody but you, baby, yeah
'Cause I don't care (don't care)
When I'm with my baby, yeah (oh yeah)
All the bad things disappear (disappear)
And you're making me feel like maybe I am somebody (maybe I'm somebody)
I can deal with the bad nights (with the bad nights)
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (ooh, yeah, yeah)
'Cause I don't care as long as you just hold me near (me near)
You can take me anywhere (anywhere, anywhere)
And you're making me feel like I'm loved by somebody (I'm loved by somebody)
I can deal with the bad nights (yeah, yeah, yeah)
When I'm with my baby, yeah (oh)
Ooh, ooh, ooh, ooh, ooh, ooh",,
2019,Sucker,Jonas Brothers,True,"We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feeling heat in December when you're 'round me
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you), about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you (yeah)
Don't complicate it (yeah)
'Cause I know you and you know everything about me
I can't remember
All of the nights I don't remember
When you're 'round me (oh, yeah, yeah)
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you), about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you, yeah
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you (yeah)
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you), about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you
I'm a sucker for you",,
2019,Suge,DaBaby,True,"Pooh, you a fool for this one
Ha
Oh lord, Jetson made another one
Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah
The first nigga play, I'ma body a nigga (ha)
I just checked my balance
I'll probably pull up to your hood
And come buy me a nigga (no cap)
You know that your ho told you that nigga crazy
Don't think that she lied to you, nigga (bitch)
Get caught with your ho when I'm poppin' 'em both
Now they high just like Bobby and Whitney (haa)
Say I'm the goat, act like I don't know
But fuck it, I'm obviously winning
Don't make me go hit the bank
And take out a hundred
To show you our pockets are different (ha)
I'm out with your bitch and I only want knowledge
She got a lil' mileage, I'm chillin' (uh)
You disrespect me and I'll beat your ass up
All in front of your partners and children (ahh, ahh)
I'm the type to let a nigga think that I'm broke
Until I pop out with a million (I pop)
Take 20K and put that on your head
And make one of your partners come kill you (yeah)
Say he fuckin' with me then he gotta grow up
'Cause this nigga gotta be kiddin' (kiddin')
This shit, it can't fit in my pocket
I got it, like I hit the lottery, nigga (hot, hot, hot)
Opp, I'll slap the shit out a nigga
No talkin', I don't like to argue with niggas (I don't)
Ain't gon' be no more laughin'
You see me whip out guns
I'm gon' shot me a nigga (no cap)
I don't follow no bitches on IG
But all of your bitches, they follow a nigga (ha)
And that lil' nigga ain't gon' shoot shit with that gun
He just pull it out in his pictures (bitch, uh)
Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah
Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah
Talkin' 'bout, ""Shit I'm gon' pop that"" (pop)
Got like thirty-two thousand in one of my pockets
The other one, that's where the Glock at (Glock)
You little nigga wanna be internet gangster
Man, tell all these little niggas stop that (ha)
Beat and burnt me a nigga in front of the store
Where your mammy and grandmama shop at (bitch)
Hopped out on a whole other wave from these niggas
Let's see one of you little niggas top that
I will turn a nigga into a convertable
Push me a lil' nigga top back (vroom)
Her boyfriend be hatin' and callin' her groupie
Just 'cause she like all my music (ha)
She'll send me a text and then delete the message
He tryna find out, it's confusing
I don't know what these niggas is thinking about
Use the brain in your head 'fore you lose it (bitch)
I'll pull up after school and I'll teach her some shit
Tell your bro I'm a motherfuckin' tutor
'Member I used to cheat off of pretty bitch test
All the teachers, they thought I was stupid (uh huh)
Was expecting the Boxer to pull up on a trap
Man, this nigga pulled up on a scooter (the fuck?)
Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah
Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah",,
2019,Money In The Grave,Drake Featuring Rick Ross,False,,,
2019,No Guidance,Chris Brown Featuring Drake,False,,,
2019,Wow.,Post Malone,True,"Said she tired of lil' money, need a big boy
Pull up twenty inch blades like I'm Lil' Troy
Now it's everybody flockin', need a decoy
Shawty mixin' up the vodka with the LaCroix, yeah
G-Wagon, G-Wagon, G-Wagon, G-Wagon
All the housewives pullin' up (up, up, up)
I got a lot of toys
720S bumpin' Fall Out Boy
You was talkin' shit in the beginning (mmh-mmh)
Back when I was feelin' more forgivin' (more forgivin')
I know it piss you off to see me winnin' (see me winnin')
See the igloo in my mouth when I be grinnin' (I be grinnin'), yeah
Hundred bands in my pocket, it's on me
Hundred deep when I roll like the army
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (wow, wow)
Hundred bands in my pocket, it's on me (on me)
Yeah, your grandmama probably know me (know me)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (wow, wow)
Everywhere I go (hey)
Catch me on the block like I'm Mutombo (wow)
750 Lambo in the Utah snow (skrrt)
Trunk in the front like that shit Dumbo, yeah
Cut the roof off like a nip-tuck
Pull up to the house with some big butts
Turn the kitchen counter to a strip-club
Me and Dre came for the
When I got guap, all of y'all disappeared (wow)
Before I dropped Stoney, none of y'all really cared (cared)
Now they always say, ""Congratulations, "" to the kid (kid)
And this is not a 40, but I'm pourin' out this shit (yeah)
Used to have a lot, but I got more now (yup)
Made another hit 'cause I got bored now (yup)
Always goin' for it, never punt fourth down
Last call, Hail Mary, Prescott touchdown, ayy (yeah)
Hundred bands in my pocket, it's on me (on me)
Hundred deep when I roll like the army (hey)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (wow, wow, wow)
Hundred bands in my pocket, it's on me (goddamn)
Yeah, your grandmama probably know me (goddamn)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (wow, wow, wow, wow, wow)
Sayin', ""Wow""
(Wow)
(Wow)",,
