Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2023,Search & Rescue,Drake,True,"Ayy, yeah
(BNYX)
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami
Come and rescue me, whoa
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a
Come and rescue me
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap
I didn't come this far just to come this far and not be happy
Okay, that's fair
Remember that
You didn't come this far just to come this far
Yep, I saw it on the internet
I don't really know how to confess my love
Really seem that God wanna test my love for you
Don't know how to express my love
That's why I American Express my love for you
I need you, yeah, I really do
Tell me what to do (okay)
Tell me what to do (okay)
Tell me what to do
All I know is hit the mall
And see what damage I could do (okay)
I gave you the world
But there's other planets too, and
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami
Come and rescue me, whoa
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a
Come and rescue me
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap
Man, I'm tryna hit the, ayy, what
Don't hit me up and ""WYD"" me baby, nah
Send a boy a P-I-C or see me, baby, damn
Okay, now we talkin', yeah, okay, now we talkin', yeah
Okay, now we talkin', yeah, when we talk you gotta listen
I don't wanna go missin', I wanna be consistent
Not a opposition side
Put you in, I won't put you in that fucked up position, I
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami
Come and rescue me, whoa
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a
Come and rescue me
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap",2023,"K-pop, Disco, Bubblegum music, Synth-pop, Dance/Electronic, Folk"
2023,Chemical,Post Malone,True,"Oxytocin makin' it all okay
When I come back down, it doesn't feel the same
Now I'm sittin' 'round, waitin' for the world to end all day
'Cause I couldn't leave you if I tried
You break me, then I break my rules
Last time was the last time too
It's fucked up, I know, but I'm still
Outside of the party, smokin' in the car with you
Seven Nation Army, fightin' at the bar with you
Tell you that I'm sorry, tell me what I gotta do
'Cause I can't let go, it's chemical
No, I can't let go, it's chemical
Every time I'm ready to make a change
You turn around and fuck out all my brains (woo)
I ain't tryna fight fate, it's too late to save face
I can't get away, maybe there's no mistakes (maybe there's no mistakes)
You break me, then I break my rules
Last time was the last time too
It's fucked up, I know, but I'm still
Standing outside of the party, smokin' in the car with you
Seven Nation Army, fightin' at the bar with you
Tell you that I'm sorry, tell me what I gotta do
'Cause I can't let go, it's chemical (chemical)
No, I can't let go, it's chemical (chemical)
No, I can't let go, it's chemical
I can't let go, it's chemical
Tell you that I'm sorry, tell me what I gotta do
No, I can't let go, it's chemical",2023,"Pop rock, Pop"
2023,Eyes Closed,Ed Sheeran,True,"I know it's a bad idea
But how can I help myself?
Been inside for most this year
And I thought a few drinks, they might help
It's been a while, my dear
Dealin' with the cards life dealt
I'm still holdin' back these tears
While my friends are somewhere else
I pictured this year a little bit different when it hit February
I step in the bar, it hit me so hard, oh, how can it be this heavy?
Every song reminds me you're gone and I feel the lump form in my throat
'Cause I'm here alone
Just dancin' with my eyes closed
'Cause everywhere I look, I still see you
And time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my
Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
So I'll keep dancin' with my
Delusion is here again
And I think you'll come home soon
A word brings me right back in
Then it's only me that's in this room
I guess I could just pretend
The colours are more than blue
But I lost more than my friend
I can't help but missin' you (yeah, yeah, yeah)
I pictured this month a little bit different, no one is ever ready
And when it unfolds, you get in a hole, oh, how can it be this heavy?
Everything changes, nothing's the same, except the truth is now you're gone
And life just goes on
So I'm dancin' with my eyes closed
'Cause everywhere I look, I still see you
And time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my
Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
So I'll keep dancin' with my
Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
Oh, I keep dancin' with my
They're shutting the bar, they're cleanin' the floor
And everyone is already home
But I'm on my own
Still dancin' with my eyes closed
'Cause everywhere I look, I still see you
Time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my
Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
Oh, I keep dancin' with my
Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
Oh, I keep dancin' with my",2023,"Pop rock, Pop"
2023,Next Thing You Know,Jordan Davis,True,"You swear that you're stayin' single, next thing you know
You meet a girl at a bar and next thing you know
You get her laughin', it's 2 AM
You're tellin' your buddies three months in
That she ain't movin' in, the next thing you know
There's a U-Haul trailer, next thing you know
Your old apartment is y'all's new place
There goes the carpet but the deer head stays
Next thing you know
You're savin' money like never before
Just to spend it all at a jewelry store
Gettin' down on one knee on her mama's porch
Just prayin' she don't say, ""No""
Next thing you know
Your best man gives a half-drunk speech
And you're sunburned on a honeymoon beach
And your left hand's gettin' used to that ring
And there the next two or three years go
Next thing you know
You weren't really tryin', next thing you know
There's a test on the counter, next thing you know
She's standin' there cryin', noddin' her head, ""Yes""
You're half excited, half scared to death
'Cause next thing you know
You're wearin' scrubs and a funny white hat
And the doctor's sayin', ""How you doin' there, dad?""
And nobody's ever called you that
And you take the drive home slow
Next thing you know
It's first steps, first dates, first car
It's 11:01 wonderin' where they are
You're sayin' that USC's too far
It's amazing how fast seventeen years go
Next thing you know
Next thing you know
Next thing you know
You get to know your wife again
And you're more in love than you've ever been
With a lot of years of remember whens
And still some down the road
'Cause next thing you know
You got a yard full of your kid's kids
And you take 'em to church, teach 'em to fish
And you tell 'em stories every chance you get
About how fast this life down here can go
Next thing you know
(Next thing you know)
Next thing you know
(Next thing you know)",2023,"Pop rock, Pop"
2023,Back To The Moon,Gunna,True,"If you don't fuck with me, don't do what I do
Think he the one, but he really the two
Better get low when I hit at your crew
I'm sendin' the cleaners through
I'm barely not sober, they thinkin' it's over, you
You niggas ain't seen my move
They sent me down like I went outer space
Now I gotta go back to the moon
Nigga right back on the shrooms
Nigga geeked up like it ain't nothin' to lose
Two months, I'm back on the move
Right back in the club throwin' racks in the pool
I'm 'bout to start actin' a fool
It's just you and me, and you know who I choose
You knew this would happen, you cut off the crew
I'm talkin' to me and not you
I missed out on millions and millions, that money is gone
Ain't get no compensation, ain't no conversation for niggas, we ready to roll
Let's get back to that basic, main reason they fakin'
'Cause I done been fuckin' they hoes
Only reason you said it 'cause these niggas said it
You suckin' the dick and the toes
You get caught, gotta know how it go
'Cause this shit could get tricky for sure
Rich enough to get put in a hole
Got a crew, but I been all alone
I been drivin' the car from the back takin' pictures
And pieces in back of the Rolls
And I think these lil' boys wanna cook somethin'
So let's crank up the beef and get back to the shows
In Miami, we BP the boat
Put the bulletproof back on the road
Been a minute, it's been so long
Ever wondered that I was doin' wrong
I said, ""Hold up, I'm switchin' up the tone""
Man, these niggas couldn't see me with the song
If these niggas done never see me
Probably wouldn't even be rappin' all along
And Young Gunna didn't get a season, these niggas'll never put it on
I can't start back and what was needed
Yeah, I know y'all, Wun-Wunna put me on
Kept it cool, but it got me heated
And I'm 'bout to show 'em how it go
At the river, I show 'em how it flow
At the show, and they know my M-O
If you don't fuck with me, don't do what I do
Think he the one, but he really the two
Better get low when I hit at your crew
I'm sendin' the cleaners through
I'm barely not sober, they thinkin' it's over
You niggas ain't seen my move
They sent me down like I went outer space
Now I gotta go back to the moon
Nigga, back over the trees
Niggas still rollin', we back on the east
I'm still havin' soldiers that handle the needs
The venegance is givin' them ease
You talkin' rats and you all with that cheese
We havin' some lemon squeeze
I let your BM do whatever I please, you know she do good on her knees
I finally discovered the breeze
I'm glad I can see I'm the one that discussin'
It ain't 'bout that money, you got me disgusted
You like it, then he gotta love it
He hope I stood down just to get up and close to a nigga 'cause I'm up above it
My homie keep beggin' to clean up
A couple of niggas, but ain't really budgin'
Gotta watch for the law, so I really can't talk to you niggas, but fuck it
I'm a real boss and I gotta be cautious 'cause niggas don't keep it a hunna
It ain't my fault that I had to fall out with you niggas, but fuck it
Ain't havin' time to be talkin', rest of them niggas, come see me in public
You can't be trustin', you gotta watch out for these people
This shit'll get ugly, and you can be lucky if you can look out for your people
When he ain't have nothin' and tried to make somethin'
We lookin' through hay for a needle
When you ever fall down and your back hit the ground
Better pray to the gods you don't need 'em (yeah)
If you don't fuck with me, don't do what I do
Think he the one, but he really the two
Better get low when I hit at your crew
I'm sendin' the cleaners through
I'm barely not sober, they thinkin' it's over
You niggas ain't seen my move
They sent me down like I went outer space
Now I gotta go back to the moon",2023,"Pop rock, Pop"
2023,Where She Goes,Bad Bunny,True,"Baby, dime la verdad
Si te olvidaste de mí
Yo sé que fue una noche na' má'
Que no se vuelve a repetir
Tal ve' en ti quise encontrar
Lo que en otra perdí
Tu orgullo no me quiere hablar
Entonce' vamo' a competir, a ver, ey
No me gusta perder
Dime qué vamo' a hacer
Me paso mirando el cel
Wow, no puede ser
Aunque me tarde un poco, juro que vo'a responder
Quisiera volverte a ver
Quisiera volverte a ver encima de mí brincando, uh, uh, uh
Lo rica que te ves chingando, uh, uh, uh
No sé qué estamo' esperando
El orgullo nos está ganando, ey
Baby, dime la verdad
Si te olvidaste de mí
Yo sé que fue una noche na' má'
Que no se vuelve a repetir
Tal ve' en ti quise encontrar, ey
Lo que en otra perdí
Tu orgullo no me quiere hablar
Entonce' vamo' a competir, a ver, ey
Uh, desde que nos vimo' pienso en
Cómo nos comimo', ey
Después dividimo', cada cual por su camino
En la alfombra aún están las mancha' de vino
¿Dónde está ese totito? Que lleva tiempo perdido
Si te digo que me gusta', que estás buena
No lo tome' por cumplido
Es que yo soy un bellaco
Es que yo soy un atrevido, ey
Y hace tiempo que quiero chingar contigo
Mami, te vo'a dar
Hasta que te duela la popola como a Glo (Glo)
Me gusta tu flow (flow)
Tranquilita tú siempre te roba' el show (ey)
Una perversa, le vo'a dar dembow (mami)
Si se pone en cuatro, I go where she goes
So, mami, dime a ver
I wanna feel that pussy again
Tú tiene' piquete y yo también (yo también)
Por poco pierdo y te envío un DM, ey
Pa' decirte la verdad
Que no me he olvida'o de ti
Yo sé que fue una noche na' má'
Que no se vuelve a repetir
Tal vez en ti quise encontrar
Lo que en otra perdí
Tu orgullo no me quiere hablar
Entonce' vamo' a competir, a ver, ey
Translate to English",2023,"Pop rock, Pop"
2023,Attention,Doja Cat,True,"Baby, if you like it
Just reach out and pet it
This one doesn't bite
It doesn't get aggressive
Show you how to touch it
Hold it like it's precious
It don't need your lovin'
It just needs attention
It needs, it seeks affection
(So sweet)
Hungry, it fiends attention
(Hungry)
It needs, it seeks affection
(Baby)
Hungry (yeah), it fiends (yeah)
Look at me, look at me, you lookin'?
My taste good, but I just had to redirect my cookin'
I coulda been an opener, I redirect the bookin'
I read it, all the comments sayin', ""D, I'm really shooketh""
""D, you need to see a therapist, is you lookin'?""
Yes, the one I got, they really are the best
Now I feel like I can see you bitches is depressed
I am not afraid to finally say shit with my chest
Lost a lil' weight, but I ain't never lost a tushy
Lookin' good, but now my bald head match my-
Lookin' good, but now they all sayin' that I'm ugly
Boo-hoo, my nigga, I ain't sad you won't fuck me
I'm sad that you really thought your ass was above me
You're lucky 'cause I just paid your bill with a reply
I just made your money pile knee high
I just made your stats peak, now you got a blue check
Now you can afford to go and reinstall a new wig
Now you can afford to not be lousy, go and do shit
Talk your shit about me, I can easily disprove it, it's stupid
You follow me, but you don't really care about the music
Baby, if you like it
Just reach out and pet it
This one doesn't bite
It doesn't get aggressive
Show you how to touch it
Hold it like it's precious
It don't need your lovin'
It just needs attention
It needs, it seeks affection
(So sweet)
Hungry, it fiends attention
(Hungry)
It needs, it seeks affection
(Baby)
Hungry, it fiends (yeah)
Look at me, look at me, I'm naked
Vulnerability earned me a lot of bacon
I put a thong all in my ass and taught you how to shake it
I paid all my respect to those who taught me how to make it
And now I reap the benefits with no confrontation
Y'all fall into beef but that's another conversation
I'm sorry, but we all find it really entertaining
'Cause we all wanna see them slip and fall right on their faces
And we all wanna be the one to see the devastation
Not be in it, but ain't the bad press good?
The disrespect's real, how this Patek look?
Pull out the checkbook, now why your neck crooked?
I never learn to superstar from a textbook
Talkin' 'bout, ""She fallin' off, why she get booked?""
Man, I been humble, I'm tired of all the deprecation
Just let me flex, bruh, just let me pop shit
""Why she think she Nicki M? She think she hot shit, "" hmm
I never gave a F, go stir the pot, bitch
I got y'all head all in the dirt just like a ostrich
Of course, you bitches comparin' Doja to who the hottest
Baby, if you like it
Just reach out and pet it
This one doesn't bite
It doesn't get aggressive
Show you how to touch it
Hold it like it's precious
It don't need your lovin'
It just needs attention
It needs, it seeks affection
(So sweet)
Hungry, it fiends attention
(Hungry)
It needs, it seeks affection
(Baby)
Hungry, it fiends
Okay, cute",2023,"Pop, Hip-Hop/Rap"
2023,I'm Good (Blue),David Guetta & Bebe Rexha,True,"I'm
I'm
I'm
I'm
I'm good, yeah, I'm feeling alright
Baby, I'ma have the best fucking night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feeling alright
'Cause I'm good, yeah, I'm feeling alright
Baby, I'ma have the best fucking night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feeling alright
Don't you know I'm good, yeah, I'm feeling alright
I'm good, I'm good, I'm good, I'm good, I'm good, good, good, good...
I'm
'Cause I'm good, yeah, I'm feeling alright
Baby, I'ma have the best fucking night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feeling alright
I'm good
Good
I'm good
Don't you know I'm good, yeah, I'm feeling alright
I'm
I'm
I'm
I'm",2023,"Dance/Electronic, Pop"
2023,Thought You Should Know,Morgan Wallen,True,"What's goin' on, mama?
Something just dawned on me
I ain't been home in some months
Been chasin' songs and women
Makin' some bad decisions
God knows I'm drinkin' too much
Yeah, I know you've been worrying 'bout me
You've been losin' sleep since '93
I thought you should know
That all those prayers you thought you wasted on me
Must've finally made their way on through
I thought you should know
I got me a new girl down there in Jefferson City, and
She lets me fish whenever I want to
Yeah, I'm still proud of where I came from
Still your only damn son
Can you believe I'm on the radio?
Just thought you should know, thought you should know, thought you should know
Oh, by the way, mama, didn't mean to ramble on ya
How's everything back at home?
Yeah, how's that garden comin'?
Is dad still doing dumb shit?
And how'd he keep you this long?
Yeah, I'm sorry that I called you so late
I just miss you, but anyways
I thought you should know
That all those prayers you thought you wasted on me
Must've finally made their way on through
I thought you should know
I got me a new girl down there in Jefferson City, and
She lets me fish whenever I want to
Yeah, I'm still proud of where I came from
Still your only damn son
Can you believe I'm on the radio?
Just thought you should know, thought you should know, thought you should know
Yeah, I know you've been worrying 'bout me
You've been losing sleep since '93
I thought you should know
That all those prayers you thought you wasted on me
Must've finally made their way on through
I thought you should know
That I really like this girl down in Jefferson City, and
Turns out she's a lot like you
Yeah, I'm still proud of where I came from
Still your only damn son
The bus is leavin' so I gotta roll
Just thought you should know, thought you should know, thought you should know
I thought you should know, thought you should know
I thought you should know, thought you should know, thought you should know",2023,"Dance/Electronic, Pop"
2023,Dance The Night,Dua Lipa,True,"Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?
Oh, my outfit so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine
'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance
I could dance, I could dance, I could dance
Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place (place)
Lately, I've been moving close to the edge
Still be lookin' my best
I stay on the beat, you can count on me
I ain't missin' no steps
'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance
I could dance, I could dance, I could dance
Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place
When my heart breaks (they never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play it safe (ooh)
Don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance
Even when the tears are flowin' like diamonds on my face
I'll still keep the party goin', not one hair out of place (yes, I can)
Even when the tears are flowin' like diamonds on my face (yes, I can, yes, I can)
I'll still keep the party goin', not one hair out of place
Watch me dance, dance the night away (uh-huh)
My heart could be burning, but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place
When my heart breaks (they never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play it safe (ooh)
Don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance
Dance the night",2023,"Dance/Electronic, Pop"
2023,Dancin' In The Country,Tyler Hubbard,True,"Them neon lights
Look good on you, so good on you
But we ain't got
No room to move, no room to move
We need some space and I know a place
Outside of town where it don't ever close down
No, we never close down
Yeah, we can two step
Put your boots on, baby, we can do that
Girl, cut a little loose, you can move that
Move that, ah yeah
I'll take you dancin' in the country
Levi's in them low beams
Spin you in some red dirt
Sweep you off of both feet
Out here where the sun sets
Silverado backbeat
You'll never wanna go home
And never wanna not be
Dancin' in the country
Dancin' in the country
Yeah, it goes left, right, left
You makin' me wanna sway
You makin' me wanna play
Some Alabama and Jackson
Got you 'round my neck
You makin' me wanna stay
You makin' me wanna lay you down here in the pasture
Yeah, we can two step
Put your boots on, baby, we can do that
Girl, cut a little loose, you can move that
Move that, ah, yeah
I'll take you dancin' in the country
Levi's in them low beams
Spin you in some red dirt
Sweep you off of both feet
Out here where the sun sets
Silverado backbeat
You'll never wanna go home
And never wanna not be
Dancin' in the country
Dancin' in the country
Oh, yeah
I know you feel that heat
Watermelon summer
Get them Luccheses
Stompin' like the thunder
We can two step
Put your boots on, baby, we can do that
Girl, cut a little loose, you can move that (woo)
Move that, ah, yeah
I'll take you dancin' in the country
Levi's in them low beams
Spin you in some red dirt
Sweep you off of both feet (ah, yeah)
Out here where the sun sets
Silverado backbeat
You'll never wanna go home
And never wanna not be
Dancin' in the country (don't stop, don't stop, keep it movin')
Oh, I'm dancin' in the country (don't stop, don't stop, keep it movin')
Dancin' in the country (don't stop, don't stop, keep it movin') (oh, yeah)
Dancin' in the country (don't stop, don't stop, keep it movin')
Oh, I'm dancin' in the country
Let's go",2023,"Dance/Electronic, Pop"
2023,Religiously,Bailey Zimmerman,True,"I went looking at pictures I didn't wanna see
They brought back memories
You look happy, I guess, got the life that you wanted
But it ain't with me
You would think by now that I wouldn't care
It's been a couple years
And yeah, I've had my share of other broken up hearts
But I only shed real tears over ours
And now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Praying just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously
Remember watching you play me our song on guitar
I thought I'd marry you
Act like I'm happier now
But all of my friends know that ain't the truth
And lately life's been good to me
Mama's healthy and I'm helping out the whole family
A lot of people know my name, I made a little change
But that don't mean nothing
'Cause now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Praying hard just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously
You brought me to God and I put you through Hell
You were all about us, I was all about myself
What kind of man would lose a woman like that?
If my soul could be forgiven, I would give it all back
Now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Begging God just to stop the hurt
'Cause I don't have the only woman who believed in me
Religiously
I ain't got the only woman who was there for me
Religiously",2023,"Dance/Electronic, Pop"
2023,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,True,"Take a look inside your heart, is there any room for me?
I won't have to hold my breath 'til you get down on one knee
Because you only want to hold me when I'm looking good enough
Did you ever feel me? Would you ever picture us?
Every time I pull my hair, well, it's only out of fear
That you'll find me ugly and one day you'll disappear because
What's the point of crying? It was never even love
Did you ever want me? Was I ever good enough?
The-the boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough
He say that I'm good enough, grabbin' my duh-duh-duh
Thinkin' 'bout shit that I shouldn't have (huh)
So I tell him there's one of me, he makin' fun of me (ha-ha)
His girl is a bum to me (grrah)
Like that boy is a cap, sayin' he home but I know where he at, like
Bet he blowin' her back
Thinkin' 'bout me 'cause he know that ass fat (damn)
And it been what it been (uh, huh)
Callin' his phone like, ""Yo, send me your PIN""
Duckin' my shit, 'cause he know what I'm on (grrah)
But when he hit me I'm not gon' respond (grrah)
But I don't sleep enough without you
And I can't eat enough without you (huh)
If you don't speak, does that mean we're through? (Huh)
Don't like sneaky shit that you do (grrah)
The-the boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough
Good eno-o-ough, good eno-o-ough",2023,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap"
2023,Memory Lane,Old Dominion,True,"If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And we'd stay good as new like a fresh coat of paint
You'd be mine
In the shine of a front porch light
Yeah, I might as well live there, baby
That's where I spend most of my time
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pullin' me closer, your head on my shoulder
We'd never let go and we'd never be over
If I could buy a house on Memory Lane
I wouldn't have to wonder if you miss me the same
I'd be lovin' you as usual, tellin' you you're beautiful
Oh, I'd be happily delusional
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pullin' me closer, your head on my shoulder
We'd never let go and we'd never be over
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pullin' me closer, your head on my shoulder
We'd never let go and we'd never be over
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And baby, me and you, we'd never fade, never fade
We'd never fade
Never fade, never fade",2023,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap"
2023,Put It On Da Floor Again,Latto Featuring Cardi B,False,,2023,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap"
2023,Area Codes,Kaliii,True,"Yeah, yeah (28Shit)
Kali
You know I love me a motherfuckin' trick (yeah)
Got a white boy on my roster
He be feeding me pasta and lobster
He just hit me up on tuesday like, ""What you doing bae?
Let me take you shoppin'"" (brrp)
I told him, ""Well, I'm a little busy"" (damn)
He said, ""Damn, I'm in your city (fuck)
But anyway, it's okay, hope you have a good day
I'ma send you 'bout eight fifty"" (ooh)
Then I told him, ""You treat me so well""
He said, ""Cashapp or zelle? (Ching)
Matter of fact, scratch that, I'ma send you a stack
Just cause you fine as hell""
And I told him, ""Well, thank you, baby"" (thank you)
Anything for my favorite lady (ooh)
Well, I gotta go, they just let me know
That I could pick up my Mercedes (skrrt)
I got hoes (might just be your nigga)
In different area codes (he know what's up)
Everywhere I go (every time I pop out)
I call and they drop the lo' (come drop that fuckin' location)
'Cause I got hoes (might just be your bitch)
In different area codes (she know what's up)
Some of 'em bros (could be your daddy)
And I'm big pimpin' 'cause they know (they know what's up)
Got a nigga, yeah, he from the trap (ooh)
He lowkey, yeah, he stay off the map (uh-huh)
Anytime I need some money, he say pull up
'Cause it gotta be cash (cash)
Pushed up, he designered down (down)
He like, ""Bae, you ain't ever around (nah)
What nigga I gotta put up in the dirt
'Cause why you ain't never in town?""
I'm outta the way with Pablo (yeah)
This nigga swear that he El Chapo
He know not to play in my face
Yeah, I swear it's hard for him to keep my calm, ho (on God)
He be tweakin' 'cause he ain't my vato (nah)
In his pockets like I hit the lotto (ching)
I'ma get to this money, it's fuck these niggas
That's forever the motto (fuck 'em)
I got hoes (might just be your nigga)
In different area codes (he know what's up)
Everywhere I go (every time I pop out)
I call and they drop the lo' (come drop that fuckin' location)
'Cause I got hoes (might just be your bitch)
In different area codes (she know what's up)
Some of 'em bros (could be your daddy)
And I'm big pimpin' 'cause they know (they know what's up)",2022,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap"
2023,Stand By Me,Lil Durk Featuring Morgan Wallen,True,"If tomorrow I lost it all
And everything that I have was gone
When there's nobody else to call
Would you stand by me? Would you stand by me?
When the world tries to keep me down (when the world tryna keep me down)
And there's nobody else around (and there's nobody else around)
Keep it real, can you tell me now? (Tell me now)
Would you stand by me? Would you stand by me? (Oh, yeah)
I don't know why they be playin' with me
I lose it all, you stayin' with me
Amsterdam, I skipped the red district
She love my dawg, but he bad business
I could've been in the bed with you
I decided to hang with some bad bitches
Gave me another chance to prove, but she ain't playin' with me
I'm so sorry for that
Can I explain? Just give me a second
You showed me love and I'll never forget it
Say you don't get it, they think you dramatic
Loyalty, baby, that shit automatic
Brought me to tears, my bro for years
Told me no, say he ain't got it
Ran it up and I ain't panic
How you gon' ride for me?
You don't switch no sides with me (yeah)
I need your honesty, no, baby, don't lie to me (yeah, yeah)
Are you gon' stand ten toes?
You supposed to give time to me (yeah)
Baby, when shit gets real, I need your loyalty
If tomorrow I lost it all
And everything that I have was gone
When there's nobody else to call
Would you stand by me, would you stand by me?
When the world tries to keep me down (when the world tryna keep me down)
And there's nobody else around (and there's nobody else around)
Keep it real, can you tell me now? (Tell me now)
Would you stand by me? Would you stand by me? (Oh yeah)
What if it all goes south, I get ran out of town
For good this time, would you still wanna
Wanna hold my hand? Let me be your man
Let me drive you crazy, are you still gonna
Be somebody I can lean on
And be somebody I can dream on all night?
The kind of flame I wanna leave on
If you ain't tryna be that, then, be gone
If tomorrow I lost it all
And everything that I have was gone
When there's nobody else to call
Would you stand by me, would you stand by me?
When the world tries to keep me down (when the world tryna keep me down)
And there's nobody else around (and there's nobody else around)
Keep it real, can you tell me now? (Tell me now)
Would you stand by me? Would you stand by me? (Yeah)
Oh, oh, oh
Oh, oh, oh-oh, oh
Oh, oh, oh
Would you stand by me? Would you stand by me? (Oh, yeah)
Oh, oh, oh
Oh, oh, oh-oh, oh
Oh, oh, oh
Would you stand by me? Would you stand by me? (Yeah)
How you gon' ride for me?
You don't switch no sides with me (yeah)
I need your honesty, no, baby, don't lie to me (yeah, yeah)
Are you gon' stand ten toes?
You supposed to give time to me (yeah)
Baby, when shit gets real, I need your loyalty",2023,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap"
